Cow_id, Years, Pixel_id, times of visiting back to pixel, period value,Vegetation class,Northing,Easting
14492,2015,1284,1,\N,4,5132914.3,434588.6
14492,2015,2312,1,\N,4,5133274.3,434963.6
14492,2015,1288,1,\N,4,5132914.3,434648.6
14492,2015,1290,2,5.0,4,5132914.3,434678.6
14492,2015,1291,1,\N,4,5132914.3,434693.6
14492,2015,267,1,\N,4,5132479.3,434513.6
14492,2015,3340,1,\N,1,5133589.3,434588.6
14492,2015,2321,1,\N,1,5133274.3,435098.6
14492,2015,1300,2,6.0,2,5132914.3,434828.6
14492,2015,1301,1,\N,2,5132914.3,434843.6
14492,2015,3349,2,5.0,2,5133589.3,434723.6
14492,2015,1303,1,\N,2,5132914.3,434873.6
14492,2015,2328,2,10.0,1,5133289.3,434528.6
14492,2015,3352,1,\N,2,5133589.3,434768.6
14492,2015,281,1,\N,4,5132479.3,434723.6
14492,2015,3354,2,1.0,3,5133589.3,434798.6
14492,2015,1306,1,\N,3,5132914.3,434918.6
14492,2015,3355,1,\N,3,5133589.3,434813.6
14492,2015,1307,1,\N,3,5132914.3,434933.6
14492,2015,284,1,\N,4,5132479.3,434768.6
14492,2015,3356,1,\N,3,5133589.3,434828.6
14492,2015,2335,1,\N,2,5133289.3,434633.6
14492,2015,1313,2,1.0,4,5132914.3,435023.6
14492,2015,289,1,\N,2,5132494.3,434453.6
14492,2015,2337,1,\N,2,5133289.3,434663.6
14492,2015,2338,1,\N,2,5133289.3,434678.6
14492,2015,1315,1,\N,4,5132929.3,434468.6
14492,2015,292,1,\N,2,5132494.3,434498.6
14492,2015,2341,1,\N,3,5133289.3,434723.6
14492,2015,294,1,\N,2,5132494.3,434528.6
14492,2015,1319,1,\N,4,5132929.3,434528.6
14492,2015,296,1,\N,2,5132494.3,434558.6
14492,2015,2344,1,\N,3,5133289.3,434768.6
14492,2015,297,1,\N,4,5132494.3,434573.6
14492,2015,1324,1,\N,4,5132929.3,434603.6
14492,2015,2348,1,\N,4,5133289.3,434828.6
14492,2015,301,1,\N,4,5132494.3,434633.6
14492,2015,2352,2,4.0,4,5133289.3,434888.6
14492,2015,306,1,\N,4,5132494.3,434708.6
14492,2015,308,1,\N,4,5132494.3,434738.6
14492,2015,2357,1,\N,4,5133289.3,434963.6
14492,2015,2358,1,\N,3,5133289.3,434978.6
14492,2015,2359,1,\N,3,5133289.3,434993.6
14492,2015,312,1,\N,4,5132494.3,434798.6
14492,2015,2361,2,4.0,4,5133289.3,435023.6
14492,2015,3385,1,\N,3,5133604.3,434408.6
14492,2015,1339,1,\N,2,5132929.3,434828.6
14492,2015,1340,3,5.5,2,5132929.3,434843.6
14492,2015,3392,1,\N,1,5133604.3,434513.6
14492,2015,1344,1,\N,3,5132929.3,434903.6
14492,2015,1347,1,\N,3,5132929.3,434948.6
14492,2015,1349,1,\N,3,5132929.3,434978.6
14492,2015,329,1,\N,4,5132509.3,434648.6
14492,2015,3403,1,\N,4,5133604.3,434678.6
14492,2015,3405,1,\N,1,5133604.3,434708.6
14492,2015,3406,1,\N,2,5133604.3,434723.6
14492,2015,1358,1,\N,4,5132944.3,434513.6
14492,2015,1360,1,\N,4,5132944.3,434543.6
14492,2015,3409,1,\N,2,5133604.3,434768.6
14492,2015,1361,1,\N,4,5132944.3,434558.6
14492,2015,3410,2,7.0,3,5133604.3,434783.6
14492,2015,1363,1,\N,4,5132944.3,434588.6
14492,2015,3413,1,\N,3,5133604.3,434828.6
14492,2015,3415,1,\N,1,5133604.3,434858.6
14492,2015,3416,1,\N,1,5133619.3,434333.6
14492,2015,345,1,\N,2,5132524.3,434483.6
14492,2015,3417,1,\N,3,5133619.3,434348.6
14492,2015,349,1,\N,2,5132524.3,434543.6
14492,2015,2397,1,\N,4,5133304.3,434888.6
14492,2015,2399,1,\N,4,5133304.3,434918.6
14492,2015,1377,1,\N,2,5132944.3,434798.6
14492,2015,2404,1,\N,3,5133304.3,434993.6
14492,2015,1385,1,\N,3,5132944.3,434918.6
14492,2015,3434,1,\N,1,5133619.3,434603.6
14492,2015,1386,1,\N,3,5132944.3,434933.6
14492,2015,2411,1,\N,3,5133304.3,435098.6
14492,2015,363,1,\N,2,5132524.3,434753.6
14492,2015,2414,1,\N,1,5133319.3,434468.6
14492,2015,1391,1,\N,4,5132944.3,435008.6
14492,2015,2415,1,\N,1,5133319.3,434483.6
14492,2015,1392,1,\N,4,5132944.3,435023.6
14492,2015,3441,1,\N,1,5133619.3,434708.6
14492,2015,369,1,\N,2,5132524.3,434843.6
14492,2015,1393,1,\N,4,5132944.3,435038.6
14492,2015,2418,1,\N,1,5133319.3,434528.6
14492,2015,3443,2,1.0,3,5133619.3,434738.6
14492,2015,1395,1,\N,4,5132959.3,434468.6
14492,2015,372,1,\N,2,5132539.3,434453.6
14492,2015,2421,1,\N,3,5133319.3,434573.6
14492,2015,3446,1,\N,3,5133619.3,434783.6
14492,2015,1398,1,\N,4,5132959.3,434513.6
14492,2015,3448,1,\N,3,5133619.3,434813.6
14492,2015,2425,1,\N,2,5133319.3,434633.6
14492,2015,3451,1,\N,1,5133634.3,434333.6
14492,2015,382,2,1.0,4,5132539.3,434603.6
14492,2015,1408,1,\N,2,5132959.3,434663.6
14492,2015,1409,1,\N,2,5132959.3,434678.6
14492,2015,387,1,\N,2,5132539.3,434678.6
14492,2015,1413,1,\N,2,5132959.3,434738.6
14492,2015,3462,1,\N,1,5133634.3,434498.6
14492,2015,2439,1,\N,4,5133319.3,434843.6
14492,2015,393,2,3.0,4,5132539.3,434768.6
14492,2015,1418,1,\N,2,5132959.3,434813.6
14492,2015,1421,1,\N,2,5132959.3,434858.6
14492,2015,2445,2,4.0,4,5133319.3,434933.6
14492,2015,1423,1,\N,2,5132959.3,434888.6
14492,2015,2447,1,\N,3,5133319.3,434963.6
14492,2015,399,1,\N,2,5132539.3,434858.6
14492,2015,1424,1,\N,3,5132959.3,434903.6
14492,2015,3474,1,\N,1,5133634.3,434678.6
14492,2015,2450,1,\N,3,5133319.3,435008.6
14492,2015,403,1,\N,2,5132554.3,434468.6
14492,2015,3475,1,\N,1,5133634.3,434693.6
14492,2015,2452,1,\N,3,5133319.3,435038.6
14492,2015,3477,1,\N,1,5133634.3,434723.6
14492,2015,2454,1,\N,3,5133319.3,435068.6
14492,2015,1430,1,\N,4,5132959.3,434993.6
14492,2015,3478,1,\N,3,5133634.3,434738.6
14492,2015,3479,2,7.0,3,5133634.3,434753.6
14492,2015,407,1,\N,4,5132554.3,434528.6
14492,2015,1431,1,\N,4,5132959.3,435008.6
14492,2015,408,2,1.0,4,5132554.3,434543.6
14492,2015,1433,1,\N,4,5132959.3,435038.6
14492,2015,3481,1,\N,3,5133634.3,434783.6
14492,2015,1437,1,\N,4,5132974.3,434498.6
14492,2015,3485,2,5.0,1,5133649.3,434333.6
14492,2015,3486,1,\N,1,5133649.3,434348.6
14492,2015,1440,1,\N,2,5132974.3,434543.6
14492,2015,417,2,1.0,2,5132554.3,434678.6
14492,2015,2467,1,\N,3,5133334.3,434588.6
14492,2015,421,1,\N,4,5132554.3,434738.6
14492,2015,422,1,\N,4,5132554.3,434753.6
14492,2015,3494,2,2.0,1,5133649.3,434468.6
14492,2015,2471,1,\N,2,5133334.3,434648.6
14492,2015,424,1,\N,4,5132554.3,434783.6
14492,2015,3496,1,\N,1,5133649.3,434498.6
14492,2015,431,1,\N,2,5132554.3,434888.6
14492,2015,434,2,4.0,4,5132569.3,434468.6
14492,2015,1458,1,\N,2,5132974.3,434813.6
14492,2015,3507,2,2.0,1,5133649.3,434663.6
14492,2015,435,1,\N,4,5132569.3,434483.6
14492,2015,2486,2,4.0,4,5133334.3,434873.6
14492,2015,440,1,\N,4,5132569.3,434558.6
14492,2015,1464,1,\N,3,5132974.3,434903.6
14492,2015,2488,1,\N,4,5133334.3,434903.6
14492,2015,1467,1,\N,2,5132974.3,434948.6
14492,2015,3520,1,\N,1,5133664.3,434363.6
14492,2015,451,1,\N,4,5132569.3,434723.6
14492,2015,1475,1,\N,4,5132989.3,434468.6
14492,2015,3526,2,7.0,1,5133664.3,434453.6
14492,2015,454,1,\N,4,5132569.3,434768.6
14492,2015,1480,1,\N,2,5132989.3,434543.6
14492,2015,459,1,\N,2,5132569.3,434843.6
14492,2015,3532,1,\N,1,5133664.3,434543.6
14492,2015,2508,1,\N,1,5133349.3,434513.6
14492,2015,2510,1,\N,1,5133349.3,434543.6
14492,2015,464,2,1.0,2,5132569.3,434918.6
14492,2015,2512,1,\N,3,5133349.3,434573.6
14492,2015,1488,1,\N,2,5132989.3,434663.6
14492,2015,1489,1,\N,2,5132989.3,434678.6
14492,2015,2514,1,\N,2,5133349.3,434603.6
14492,2015,468,1,\N,4,5132584.3,434483.6
14492,2015,469,1,\N,4,5132584.3,434498.6
14492,2015,3542,1,\N,1,5133664.3,434693.6
14492,2015,472,1,\N,4,5132584.3,434543.6
14492,2015,3545,1,\N,1,5133664.3,434738.6
14492,2015,1501,1,\N,3,5132989.3,434858.6
14492,2015,3549,1,\N,3,5133679.3,434318.6
14492,2015,481,1,\N,4,5132584.3,434678.6
14492,2015,2529,1,\N,4,5133349.3,434828.6
14492,2015,482,1,\N,4,5132584.3,434693.6
14492,2015,2534,1,\N,4,5133349.3,434903.6
14492,2015,2535,1,\N,4,5133349.3,434918.6
14492,2015,3560,1,\N,1,5133679.3,434483.6
14492,2015,488,1,\N,4,5132584.3,434783.6
14492,2015,1513,2,4.0,4,5132989.3,435038.6
14492,2015,3563,2,2.0,1,5133679.3,434528.6
14492,2015,1517,1,\N,4,5133004.3,434498.6
14492,2015,3567,2,11.0,1,5133679.3,434588.6
14492,2015,3569,2,6.0,3,5133679.3,434618.6
14492,2015,498,1,\N,4,5132584.3,434933.6
14492,2015,2548,1,\N,3,5133349.3,435113.6
14492,2015,501,1,\N,4,5132599.3,434468.6
14492,2015,2554,1,\N,1,5133364.3,434498.6
14492,2015,3581,2,16.0,3,5133694.3,434333.6
14492,2015,3584,2,9.0,1,5133694.3,434378.6
14492,2015,1536,1,\N,2,5133004.3,434783.6
14492,2015,2561,2,1.0,3,5133364.3,434603.6
14492,2015,1538,1,\N,2,5133004.3,434813.6
14492,2015,522,1,\N,4,5132599.3,434783.6
14492,2015,1546,1,\N,4,5133004.3,434933.6
14492,2015,1551,1,\N,4,5133004.3,435008.6
14492,2015,528,1,\N,2,5132599.3,434873.6
14492,2015,529,1,\N,2,5132599.3,434888.6
14492,2015,2581,1,\N,4,5133364.3,434903.6
14492,2015,3607,1,\N,1,5133694.3,434723.6
14492,2015,536,2,5.0,4,5132614.3,434468.6
14492,2015,538,1,\N,4,5132614.3,434498.6
14492,2015,540,2,4.0,4,5132614.3,434528.6
14492,2015,2588,1,\N,3,5133364.3,435008.6
14492,2015,3616,1,\N,1,5133709.3,434423.6
14492,2015,1570,2,1.0,2,5133019.3,434678.6
14492,2015,548,1,\N,2,5132614.3,434648.6
14492,2015,2598,1,\N,1,5133379.3,434453.6
14492,2015,557,1,\N,4,5132614.3,434783.6
14492,2015,2608,2,9.0,3,5133379.3,434603.6
14492,2015,1584,1,\N,3,5133019.3,434888.6
14492,2015,3632,1,\N,1,5133709.3,434663.6
14492,2015,2609,1,\N,3,5133379.3,434618.6
14492,2015,1586,1,\N,4,5133019.3,434918.6
14492,2015,3634,1,\N,1,5133709.3,434693.6
14492,2015,3636,1,\N,3,5133724.3,434288.6
14492,2015,1592,1,\N,4,5133019.3,435008.6
14492,2015,569,1,\N,4,5132614.3,434963.6
14492,2015,2618,1,\N,4,5133379.3,434753.6
14492,2015,1594,1,\N,4,5133019.3,435038.6
14492,2015,571,2,7.0,4,5132629.3,434468.6
14492,2015,3644,1,\N,1,5133724.3,434408.6
14492,2015,1597,1,\N,4,5133034.3,434468.6
14492,2015,2627,1,\N,1,5133379.3,434888.6
14492,2015,1610,1,\N,2,5133034.3,434663.6
14492,2015,590,1,\N,4,5132629.3,434753.6
14492,2015,592,1,\N,4,5132629.3,434783.6
14492,2015,2642,1,\N,4,5133379.3,435113.6
14492,2015,2645,1,\N,1,5133394.3,434438.6
14492,2015,1624,1,\N,3,5133034.3,434873.6
14492,2015,2649,1,\N,3,5133394.3,434498.6
14492,2015,3673,1,\N,1,5133739.3,434438.6
14492,2015,606,2,7.0,4,5132644.3,434468.6
14492,2015,1631,1,\N,4,5133034.3,434978.6
14492,2015,608,1,\N,4,5132644.3,434498.6
14492,2015,610,1,\N,4,5132644.3,434528.6
14492,2015,2659,1,\N,4,5133394.3,434648.6
14492,2015,3685,1,\N,3,5133739.3,434618.6
14492,2015,1638,1,\N,4,5133049.3,434468.6
14492,2015,2662,1,\N,4,5133394.3,434693.6
14492,2015,3687,1,\N,1,5133754.3,434303.6
14492,2015,617,2,5.0,2,5132644.3,434633.6
14492,2015,1647,1,\N,2,5133049.3,434603.6
14492,2015,2672,1,\N,4,5133394.3,434843.6
14492,2015,2673,1,\N,3,5133394.3,434858.6
14492,2015,625,1,\N,4,5132644.3,434753.6
14492,2015,2674,1,\N,1,5133394.3,434873.6
14492,2015,2675,1,\N,1,5133394.3,434888.6
14492,2015,2676,1,\N,1,5133394.3,434903.6
14492,2015,630,1,\N,4,5132644.3,434828.6
14492,2015,3706,1,\N,3,5133769.3,434333.6
14492,2015,635,2,4.0,4,5132644.3,434903.6
14492,2015,3707,1,\N,3,5133769.3,434348.6
14492,2015,639,1,\N,4,5132644.3,434963.6
14492,2015,641,3,4.5,4,5132659.3,434468.6
14492,2015,1665,1,\N,2,5133049.3,434873.6
14492,2015,2690,1,\N,4,5133394.3,435113.6
14492,2015,1667,1,\N,4,5133049.3,434903.6
14492,2015,644,2,4.0,4,5132659.3,434513.6
14492,2015,645,1,\N,4,5132659.3,434528.6
14492,2015,3720,1,\N,3,5133784.3,434348.6
14492,2015,650,1,\N,2,5132659.3,434603.6
14492,2015,1676,1,\N,4,5133049.3,435038.6
14492,2015,2700,1,\N,1,5133409.3,434543.6
14492,2015,2701,1,\N,1,5133409.3,434558.6
14492,2015,1677,1,\N,4,5133049.3,435053.6
14492,2015,2702,1,\N,4,5133409.3,434573.6
14492,2015,3727,1,\N,3,5133784.3,434453.6
14492,2015,1681,1,\N,2,5133064.3,434498.6
14492,2015,658,1,\N,2,5132659.3,434723.6
14492,2015,3730,1,\N,1,5133799.3,434393.6
14492,2015,661,1,\N,4,5132659.3,434768.6
14492,2015,662,2,4.0,4,5132659.3,434783.6
14492,2015,2713,1,\N,3,5133409.3,434738.6
14492,2015,1689,1,\N,1,5133064.3,434618.6
14492,2015,2717,1,\N,2,5133409.3,434798.6
14492,2015,672,1,\N,4,5132659.3,434933.6
14492,2015,673,1,\N,4,5132659.3,434948.6
14492,2015,2721,1,\N,3,5133409.3,434858.6
14492,2015,2726,1,\N,4,5133409.3,434933.6
14492,2015,680,3,4.5,2,5132674.3,434513.6
14492,2015,2728,1,\N,3,5133409.3,434963.6
14492,2015,682,1,\N,4,5132674.3,434543.6
14492,2015,1708,1,\N,4,5133064.3,434903.6
14492,2015,2734,1,\N,1,5133409.3,435053.6
14492,2015,687,2,8.0,2,5132674.3,434618.6
14492,2015,688,1,\N,2,5132674.3,434633.6
14492,2015,1712,1,\N,4,5133064.3,434963.6
14492,2015,2737,1,\N,4,5133409.3,435098.6
14492,2015,691,1,\N,2,5132674.3,434678.6
14492,2015,1718,1,\N,3,5133064.3,435053.6
14492,2015,2742,1,\N,1,5133424.3,434423.6
14492,2015,2743,1,\N,3,5133424.3,434438.6
14492,2015,697,4,4.333333333333333,4,5132674.3,434768.6
14492,2015,2747,1,\N,3,5133424.3,434498.6
14492,2015,699,2,9.0,4,5132674.3,434798.6
14492,2015,1725,1,\N,3,5133079.3,434543.6
14492,2015,701,1,\N,4,5132674.3,434828.6
14492,2015,2750,1,\N,3,5133424.3,434543.6
14492,2015,705,1,\N,4,5132674.3,434888.6
14492,2015,713,3,4.5,4,5132689.3,434468.6
14492,2015,716,1,\N,4,5132689.3,434513.6
14492,2015,2769,3,5.5,4,5133424.3,434828.6
14492,2015,724,1,\N,2,5132689.3,434633.6
14492,2015,2776,1,\N,4,5133424.3,434933.6
14492,2015,730,1,\N,2,5132689.3,434723.6
14492,2015,1759,2,2.0,3,5133079.3,435053.6
14492,2015,2795,1,\N,3,5133439.3,434468.6
14492,2015,751,1,\N,4,5132704.3,434498.6
14492,2015,1789,2,2.0,2,5133094.3,434873.6
14492,2015,2815,1,\N,3,5133439.3,434768.6
14492,2015,767,1,\N,2,5132704.3,434738.6
